kategori,judul,link,waktu_lengkap,waktu_relatif,gambar,isi_berita
Https:,"Video: #Tanyadetikfinance Pak Purbaya, UMR Sekarang Cukup Nggak buat Kehidupan Gen Z?",https://20.detik.com/detikupdate/20260909-260909048/video-tanyadetikfinance-pak-purbaya-umr-sekarang-cukup-nggak-buat-kehidupan-gen-z,"Rabu, 09 Sep 2026 20:00 WIB",7 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2026/09/09/pak-purbaya-umr-sekarang-cukup-nggak-buat-kehidupan-gen-z-1788949022840_43.jpeg?w=210&q=90,
Moneter,"BNI Biayai Kopdes Merah Putih, Dinilai Minim Risiko Kredit Macet",https://finance.detik.com/moneter/d-8656006/bni-biayai-kopdes-merah-putih-dinilai-minim-risiko-kredit-macet,"Rabu, 09 Sep 2026 19:49 WIB",7 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2018/07/28/bb462c7f-0b4a-4501-8faf-d038e168e32b_43.jpeg?w=210&q=90,"Head of Investor Relation PT Bank Negara Indonesia (Persero) Tbk atau BNI, Yohan Setio menilai penyaluran kredit untuk program prioritas pemerintah memiliki risiko yang rendah. Pasalnya pembayaran kredit program pemerintah ditanggung oleh Anggaran Pendapatan dan Belanja Negara (APBN).

Emiten berkode saham BBNI ini menyalurkan kredit untuk salah satu program prioritas pemerintah, yaitu Koperasi Desa/Kelurahan Merah Putih (KDMP).

Perseroan juga memberikan suku bunga kredit yang lebih murah untuk program KDMP, yakni sebesar 6% dari rata-rata sebesar 7%.

""Kalau kita lihat di tahun ini, pemerintah menggarap proyek pembangunan Koperasi Desa Merah Putih melalui Agrinas, yang Bank Himbara berpartisipasi memberikan kredit. Nah, untuk suku bunganya biasanya sedikit lebih rendah dibanding suku bunga komersial, misalkan suku bunga komersial di BNI secara rata-rata kita di angka 7%, untuk proyek ini, Koperasi Desa Merah Putih, sedikit lebih murah hanya 6%,"" ungkap Yohan dalam acara Public Expose virtual, Rabu (9/9/2026).

Suku bunga kredit khusus ini diberikan lantaran sumber pembayaran proyek KDMP ditanggung oleh APBN langsung. Karenanya, profil risiko program tersebut menjadi lebih rendah.

""Untuk proyek seperti ini, sumber pembayarannya akan datang dari APBN secara langsung sehingga profil risikonya secara teori menjadi sangat rendah. Itu menjadi alasan kenapa pricingnya juga bisa menjadi lebih rendah,"" jelasnya.

Di sisi profitabilitas, Yohan mengatakan kredit terhadap program pemerintah masih memiliki margin yang bisa diperoleh Himpunan Bank Milik Negara (Himbara). Namun ia menekankan, BNI tidak mencari profit dalam menyalurkan kredit ke sejumlah program pemerintah.

""Secara profitabilitas, masih ada profit yang bisa dipetik oleh Bank Himbara, tentunya ketika kita menjalankan proyek pemerintah, mencari profit bukan tujuan utama kita. Kita balance antara profit yang wajar dan membangun negara,"" tegasnya."
Berita Ekonomi Bisnis,Kopdes Diklaim Bikin Negara Hemat Rp 150 T-Putus Mata Rantai Rentenir,https://finance.detik.com/berita-ekonomi-bisnis/d-8655921/kopdes-diklaim-bikin-negara-hemat-rp-150-t-putus-mata-rantai-rentenir,"Rabu, 09 Sep 2026 19:45 WIB",7 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2026/04/14/koperasi-merah-putih-digeber-30-ribu-unit-ditargetkan-jalan-agustus-2026-1776153628799_43.jpeg?w=210&q=90,"Pemerintah bakal menjadikan Koperasi Desa/Kelurahan Merah Putih (Kopdes Merah Putih) sebagai saluran distribusi barang subsidi kepada masyarat. Hal ini dilakukan agar barang subsidi yang diberikan pemerintah benar-benar tepat sasaran.

COO Danantara sekaligus Kepala BP BUMN Dony Oskaria mengatakan dengan penyaluran barang subsidi langsung dari Kopdes Merah Putih ke masyarakat ini akan menekan adanya kebocoran subsidi setelah sistem data penerima subsidi terintegrasi.

Dony mengatakan saat ini, pihaknya bersama Kementerian Keuangan, dan Kementerian Koperasi engah menyiapkan sistem secara daring untuk menekan kebocoran subsidi. Dari perhitungannya bisa menekan Rp 150 triliun per tahun.

""Kami menargetkan kalau ini sudah terjadi nanti ada single data-nya, kebocoran subsidi itu akan berkurang. Tadi kita berdiskusi kita sedang membuat tim antara saya, tim saya, dan tim Pak Purbaya, dan tim Menteri Koperasi, membangun nanti online system yang berdasarkan kepada basis siapa yang berhak untuk menerima subsidi,"" ujarnya saat ditemui di Kantor Kementerian Keuangan, Jakarta, Rabu (9/9/2026).

""Teman-teman bisa bayangkan nanti paling tidak kita bisa menghemat subsidi kita yang tidak tepat sasaran itu sekitar Rp 150 triliun setahun. Jadi mesti dilihat dampaknya,"" sambungnya.

Selain itu, Dony menyebut hadirnya koperasi ini dapat m menjadi instrumen pemerintah untuk mengendalikan harga barang kebutuhan pokok di daerah. Jaringan Kopdes yang tersebar di seluruh desa, dinilai memungkinkan pemerintah melakukan intervensi distribusi ketika terjadi kenaikan harga.

""Dan kedua adalah untuk channel kita menekan inflasi. Kalau terjadi inflasi, orang main-mainin harga, kita punya distribution di seluruh desa. Misalkan harga beras naik, misalkan contohnya. Kita tinggal distribusikan khusus di seluruh Kopdes harga sekian, inflasi bisa kita tekan. Terutama bahan pokok ya. Nah, inilah makanya kita mesti lihat manfaatnya. Jadi lokasinya itu kan memang coverage-nya satu desa itu,"" terangnya.

Kemudian, Kopdes Merah Putih juga akan menjadi menjadi tempat bagi masyarakat untuk menarik uang dan setor tunai. Dalam hal ini Kopdes akan menjadi agennya BRILink.

""Kita ingin memutus mata rantai rentenir di desa. PNM nanti akan membuka kantor di Koperasi Desa. Dalam rangka apa? Menyalurkan kredit untuk menghindari adanya, sekarang kan banyak ya saudara-saudara kita kena rentenir dan lain sebagainya. Nanti dengan bunga 8%. Ya, jadi dia akan menjadi collecting agent dan juga distribution agent-nya,"" ungkap Dony.

Tidak hanya itu, Kopdes nantinya akan menjadi agen layanan logistik yang diharapkan dapat mempermudah masyarakat dalam mengirimkan barang. Di mana Kopdes akan bekerja sama dengan PT Pos Indonesia.

""Kemudian juga, untuk teman-teman saudara-saudara kita, sekarang kan eranya itu era online kan, yang berbisnis di desa, lalu bagaimana kalau ada order pick-up-nya? PT Pos Indonesia akan bekerja sama dengan seluruh Koperasi Desa menjadi channel untuk logistik, agennya logistik PT Pos Indonesia,"" kata Dony."
Foto Bisnis,Berburu Mainan dan Nostalgia Masa Kecil di Kampoeng Mainan Blok M,https://finance.detik.com/foto-bisnis/d-8655963/berburu-mainan-dan-nostalgia-masa-kecil-di-kampoeng-mainan-blok-m,"Rabu, 09 Sep 2026 19:30 WIB",7 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2026/09/09/berburu-mainan-dan-nostalgia-masa-kecil-di-kampoeng-mainan-blok-m-1788956285282_43.jpeg?w=210&q=90,"Jakarta- Kampoeng Mainan di Blok M Square menjadi tujuan berburu koleksi mainan, dari action figure hingga kartu Pokmon, bagi anak-anak dan kolektor dewasa."
Moneter,"BRI Ditugaskan Buka Rekening Warga RI, Khusus Aceh Lewat BSI",https://finance.detik.com/moneter/d-8655862/bri-ditugaskan-buka-rekening-warga-ri-khusus-aceh-lewat-bsi,"Rabu, 09 Sep 2026 19:30 WIB",7 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2026/06/18/menteri-hilirisasi-dan-investasi-rosan-roeslani-kamis-1862026-1781790660049_43.jpeg?w=210&q=90,"CEO Badan Pengelola Investasi (BPI) Danantara, Rosan Roeslani menjelaskan soal penugasan Bank Rakyat Indonesia (BRI) dan Bank Syariah Indonesia (BSI) dalam menyediakan rekening untuk masyarakat.

Rosan menjelaskan, pembukaan rekening secara nasional akan dilakukan oleh BRI. Namun khusus wilayah Aceh, pembukaan rekening akan dilakukan oleh BSI.

""Pembukaan rekening di seluruh Indonesia melalui BRI dan untuk Aceh itu khusus dengan BSI bisa terlaksana dengan secepatnya ya,"" kata Rosan saat ditemui di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (9/9/2026).

Rosan menyebut manajemen BRI dan BSI sudah berkoordinasi terkait penugasan tersebut. Rosan menyebut mekanisme penyerahan rekening sedang dibahas pemerintah.

""Ya nanti mekanismenya lagi dirancang segera kok,"" ujar Rosan.

Diberitakan sebelumnya, pemerintah bakal memberikan rekening bagi warga berusia 17 tahun. Rekening tersebut akan terisi saldo Rp 50 ribu.

Menurut Menteri Koordinator bidang Perekonomian, Airlangga Hartarto, seluruh saldo bisa dicairkan oleh pemilikinya. Saldo tersebut berasal dari Anggaran Pendapatan dan Belanja Negara (APBN) dengan anggaran Rp 11 triliun.

""Bisa, bisa ditarik,"" kata Airlangga singkat saat ditemui di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (9/9/2026)."
Moneter,"Duit APBN Dipakai Biayai Buka Rekening Bank, Purbaya Buka Suara",https://finance.detik.com/moneter/d-8655958/duit-apbn-dipakai-biayai-buka-rekening-bank-purbaya-buka-suara,"Rabu, 09 Sep 2026 19:18 WIB",7 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2026/08/20/purbaya-1787205133556_43.jpeg?w=210&q=90,"Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa buka suara soal Anggaran Pendapatan dan Belanja Negara (APBN) dipakai mendanai pembukaan rekening bank. Pembukaan rekening untuk masyarakat merupakan perintah Presiden Prabowo Subianto.

Prabowo menugaskan PT Bank Rakyat Indonesia (Persero) Tbk (BRI) dan PT Bank Syariah Indonesia (Persero) Tbk (BSI) sebagai penyedia rekening bagi masyarakat. Purbaya juga membuka kemungkinan penggunaan APBN sebagai saldo awal pembukaan rekening.

""Mungkin ya. Kan kalau Rp 50 ribu kali sekian saya, nggak banyak-banyak amat lah kalau saya lihat,"" ungkap Purbaya kepada wartawan di kantor Kementerian Keuangan, Jakarta, Rabu (9/9/2026).

Purbaya mengatakan, anggaran tersebut dialokasikan dari cadangan belanja pemerintah. Menurutnya, besaran anggaran tersebut cukup untuk memenuhi kebutuhan saldo awal pembukaan rekening.

""Cadangan belanja pemerintah ada, selalu ada. Saya lihat masih masuk,"" jelasnya.

Diberitakan sebelumnya, Menteri Koordinator Perekonomian Airlangga Hartarto, mengatakan saldo awal pembukaan rekening bersumber dari APBN. Menurut perhitungannya, kira-kira butuh anggaran Rp 11 triliun untuk menjalankan program penyediaan rekening untuk masyarakat.

""Dananya dari APBN. Totalnya, kalau 200 juta penduduk kan berarti kira-kira 600 juta, atau sekitar Rp 11 T lah,"" ujar Airlangga di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (9/9/2026)."
Berita Ekonomi Bisnis,Nasib Karyawan Telkom yang Gedungnya Bakal Ditempati BGN,https://finance.detik.com/berita-ekonomi-bisnis/d-8655809/nasib-karyawan-telkom-yang-gedungnya-bakal-ditempati-bgn,"Rabu, 09 Sep 2026 19:00 WIB",8 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2026/09/08/gedung-graha-merah-putih-1788845167948_43.jpeg?w=210&q=90,"Badan Gizi Nasional (BGN) dalam beberapa bulan ke depan akan pindah kantor ke Gedung Merah Putih (GMP) Telkom di kawasan Gatot Subroto Jakarta. Adapun saat ini kantor BGN masih berada di kawasan Kebon Sirih Jakarta.

Lantas bagaimana dengan nasib karyawan Telkom ketika nanti GMP ditempati BGN?

COO Danantara sekaligus Kepala BP BUMN Dony Oskaria memastikan bahwa karyawan yang selama ini bekerja di gedung tersebut telah disiapkan tempat kerja penggantinya. Tak mungkin kata Dony, jika ada rencana BGN bertempat di GMP tanpa menyiapkan gedung pengganti.

""Kadang-kadang kan kita suka berlebihan. Pasti kalau enggak ada tempatnya enggak mungkin orang dipindahin. Masa mereka kerja di jalan. Ya pasti ada, gedungnya memang sudah dihitung ya kan,"" ujar Dony saat ditemui di Kantor Kementrian Keuangan, Jakarta, Rabu (9/9/2026).

Adapun ketika ditanya terkait dengan adanya kabar di media sosial soal barang-barang yang ada di gedung tersebut sudah ditandai akan digunakan oleh BGN, Dony meminta agar masyarakat tak gampang percaya terkait kabar tersebut. Pasalnya kata Dony, BGN saja belum menempati gedung milik Telkom tersebut.

""Barang-barang yang di-tag itu gimana? Itu kan BGN-nya aja belum masuk. Jadi ya hati-hati juga. Kok di-tag-in pasti ada sewa-menyewanya, tidak ada. Ingat, Telkom itu adalah perusahaan terbuka. Jadi jangan teman-teman juga termakan oleh hal-hal yang perusahaan terbuka, semua prosesnya mengikuti ketentuan yang berlaku sebagai perusahaan terbuka,"" katanya.

""Ada fair value-nya, tidak boleh dan itu dilarang oleh OJK. Nanti kena benturan kepentingan, misalkan harganya di bawah pasar, enggak boleh. Enggak boleh! Apalagi kalau cuma dipakai enggak sewa, ya enggak mungkin. Karena itu kan perusahaan terbuka,"" lanjutnya.

Sebelumnya, Kepala BGN Sudaryono dalam sesi jawaban RDP dengan Komisi IX DPR RI pada Kamis (3/9/2026) membenarkan rencana pemindahan kantor BGN ke Gedung Merah Putih. Dia mengatakan saat ini pihaknya masih berkoordinasi dengan Danantara terkait rencana tersebut.

""Betul, Pak, ini sedang koordinasi dengan Danantara dan dalam waktu dekat ini Badan Gizi Nasional akan menduduki Gedung Graha Merah Putih yang saat ini menjadi kantor Telkom,"" ujar Sudaryono.

Sudaryono menjelaskan jika tak ada aral melintang, perpindahan kantor BGN ke Gedung Merah Putih akan dilakukan dalam satu hingga dua bulan ke depan.

""InsyaAllah dalam satu dua bulan ini kami akan pindah kantor ke Graha Merah Putih,"" terang Sudaryono.

Dalam kesempatan tersebut, ia mengatakan bahwa pegawai yang yang sebelumnya menempati Gedung Merah Putih dan akan digunakan BGN tersebut akan dipindahkan ke gedung Telkom yang berada di sebelahnya.

""Orang yang menempati Gedung Graha Merah Putih itu akan menempati gedung Telkom yang di sebelahnya, gedung yang lebih tinggi lagi,"" katanya."
Moneter,"Warga RI Bakal Dapat Rekening Saldo Rp 50 Ribu, Bisa Dicairkan!",https://finance.detik.com/moneter/d-8655820/warga-ri-bakal-dapat-rekening-saldo-rp-50-ribu-bisa-dicairkan,"Rabu, 09 Sep 2026 18:45 WIB",8 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2025/08/21/ilustrasi-rekening-dan-atm-1755758937413_43.jpeg?w=210&q=90,"Pemerintah bakal memberikan rekening bagi warga berusia 17 tahun dari Bank Rakyat Indonesia (BRI) dan Bank Syariah Indonesia (BSI). Rekening tersebut akan terisi saldo Rp 50 ribu.

Menurut Menteri Koordinator bidang Perekonomian, Airlangga Hartarto, seluruh saldo tersebut bisa dicairkan oleh pemiliknya. Sebagai informasi, pemberian rekening untuk masyarakat merupakan salah satu upaya pemerintah meningkatkan inklusi keuangan.

""Bisa, bisa ditarik,"" kata Airlangga singkat saat ditemui di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (9/9/2026).

Saldo tersebut berasal dari Anggaran Pendapatan dan Belanja Negara (APBN). Total anggaran yang disiapkan untuk sekitar 200 juta penduduk mencapai Rp 11 triliun.

Pemerintah melarang saldo rekening tersebut disalahgunakan untuk judi online atau judol. Menurut Airlangga, pihak yang menyalahgunakan akan langsung ditangkap pihak berwajib.

""Nah, kalau judol kan langsung ditangkap,"" tegas Airlangga.

Rekening sendiri akan diterima masyarakat secara otomatis tanpa pergi ke bank. Dalam hal ini pemerintah akan memanfaatkan data Kependudukan dan Pencatatan Sipil (Dukcapil).

""Otomatis dapat. Nanti kita kerja sama dengan Dukcapil ya, mengenai data-data ini kayaknya,"" terang Airlangga.

Nantinya akan ada teknis terkait pembuatan rekening dari pemerintah. Menurut Airlangga, BRI dan BSI telah memiliki program yang mendukung hal tersebut. Selain itu, kebijakan serupa pernah diterapkan pemeritah sebelumnya.

""Nanti akan ada teknisnya seperti apa. Karena kan BI, bank BSI maupun BRI sudah punya programnya. Dan sebetulnya kami pernah lakukan juga di periode sebelumnya dengan berbagai program yang direct dari Menteri Keuangan ke rekening masing-masing orang,"" tutup Airlangga."
Moneter,Pemilik KTP Baru Usia 17 Tahun Otomatis Dibuatkan Rekening BRI atau BSI,https://finance.detik.com/moneter/d-8655777/pemilik-ktp-baru-usia-17-tahun-otomatis-dibuatkan-rekening-bri-atau-bsi,"Rabu, 09 Sep 2026 18:30 WIB",8 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2025/08/21/ilustrasi-rekening-dan-atm-1755758937413_43.jpeg?w=210&q=90,"Chief Executive Officer (CEO) BPI Danantara, Rosan Roeslani, merespons rencana pemerintah memberikan rekening bank bagi warga negara Indonesia yang telah berusia 17 tahun dan memiliki Kartu Tanda Penduduk (KTP).

Rosan mengatakan pemerintah telah menunjuk dua bank pelat merah sebagai penyedia rekening, yakni PT Bank Rakyat Indonesia (Persero) Tbk (BRI) dan PT Bank Syariah Indonesia Tbk (BSI).

""Iya memang sudah BRI dan BSI,"" kata Rosan saat ditemui di Istana Kepresidenan, Jakarta Pusat, Rabu (9/9/2026).

Untuk itu pemerintah bersama Danantara dan manajemen perbankan terkait telah melakukan koordinasi dan kajian bersama agar program tersebut dapat berjalan dengan baik di seluruh pelosok Tanah Air.

""Memang dari manajemennya juga sudah berkoordinasi, untuk apa? melakukan rencananya agar akselerasi dari pembukaan rekening di seluruh Indonesia melalui BRI dan untuk Aceh itu khusus dengan BSI bisa terlaksana dengan secepatnya,"" jelasnya.

Mengenai ketetapan saldo awal pembukaan rekening sebesar Rp 50.000 hingga sumber pendanaan, Rosan menyebutkan hal itu masih dalam tahap penyusunan. Ia juga tidak merinci lebih jauh kapan program ini akan dimulai hingga teknis pendaftarannya di lapangan.

""Ya nanti mekanismenya lagi dirancang segera kok,"" ujarnya singkat."
Moneter,Warga Usia 17 Tahun Bakal Otomatis Dapat Rekening tanpa Pergi ke Bank,https://finance.detik.com/moneter/d-8655804/warga-usia-17-tahun-bakal-otomatis-dapat-rekening-tanpa-pergi-ke-bank,"Rabu, 09 Sep 2026 18:15 WIB",9 jam yang lalu,https://awsimages.detik.net.id/community/media/visual/2026/08/14/menteri-koordinator-bidang-perekonomian-indonesia-airlangga-hartanto-1786705669875_43.png?w=210&q=90,"Menteri Koordinator bidang Perkeonomian, Airlangga Hartarto menjelaskan soal mekanisme pembuatan rekening Bank Rakyat Indonesia (BRI) danBank Syariah Indonesia (BSI). Pembuatan rekening tersebut merupakan perintah langsung dari Presiden Prabowo Subianto.

Airlangga menjelaskan, masyarakat berusia 17 tahun akan menerima rekening secara otomatis tanpa pergi ke bank. Dalam hal ini pemerintah akan memanfaatkan data Kependudukan dan Pencatatan Sipil (Dukcapil).

""Otomatis dapat. Nanti kita kerja sama dengan Dukcapil ya, mengenai data-data ini kayaknya,"" kata Airlangga saat ditemui di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (9/9/2026).

Nantinya akan ada teknis terkait pembuatan rekening dari pemerintah. Menurut Airlangga, BRI dan BSI telah memiliki program yang mendukung hal tersebut. Selain itu, kebijakan serupa pernah diterapkan pemeritah sebelumnya.

""Nanti akan ada teknisnya seperti apa. Karena kan BI, bank BSI maupun BRI sudah punya programnya. Dan sebetulnya kami pernah lakukan juga di periode sebelumnya dengan berbagai program yang direct dari Menteri Keuangan ke rekening masing-masing orang,"" tuturnya.

Terkait kapan program ini dimulai, Airlangga belum merinci. Namun ia menyebut perlu ada rapat teknis dalam mempersiapkan regulasi lengkapnya.

""Kita siapkan. Mungkin nanti sesudah dirapatkan teknis, kita siapkan regulasinya, masuk ke dalam Dewan Nasional Keuangan Inklusif, kemudian baru sesudah itu kita buatkan timeline-nya,"" tutup Airlangga."
